Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
32	NCT04501588	Parent Telehealth Intervention for Children With Autism		Completed	No Results Available	Autism Spectrum Disorder|Autism	Behavioral: Responsive training with no video feedback|Behavioral: Responsive training with video feedback	Parent Use of Language Support Strategies (Mother-child interaction)|MacArthur-Bates Communicative Development Inventory (MCDI) (Child)	Northwestern University	All	18 Months to 48 Months   (Child)	Phase 2	47	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	STU00201708	March 6, 2020	September 2, 2021	November 24, 2021	August 6, 2020		January 10, 2022	Northwestern University, Evanston, Illinois, United States	"Informed Consent Form", https://ClinicalTrials.gov/ProvidedDocs/88/NCT04501588/ICF_000.pdf	https://ClinicalTrials.gov/show/NCT04501588
33	NCT01676389	Osteopathic Manual Medicine Treatment in Autism	OMMA	Completed	No Results Available	Autism Spectrum Disorders	Other: Sham OMM|Other: Osteopathic Manual Medicine (Body Therapy)	Autism Behavior Checklist (ABC)|Salivary IgA and Salivary Cortisol|WeeFIM measurement of child's functional abilities	New York Institute of Technology	All	3 Years to 11 Years   (Child)	Not Applicable	3	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Treatment	BHS-760	January 2013	October 2014	May 2015	August 30, 2012		January 21, 2016	Family Care Center - New York Institute of Technology College of Osteopathic Medicine, Central Islip, New York, United States|Academic Health Care Center at Old Westbury, Old Westbury, New York, United States		https://ClinicalTrials.gov/show/NCT01676389
34	NCT05581069	Improving Outcomes in Autism: Community Implementation of Stepped Transition in Education Program		Recruiting	No Results Available	Autism Spectrum Disorder	Behavioral: STEPS	Adult Functioning Scale|Rehabilitation Success	University of Alabama, Tuscaloosa	All	16 Years to 25 Years   (Child, Adult)	Not Applicable	25	Other	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	A22-0209	May 15, 2022	December 2023	February 2024	October 14, 2022		October 14, 2022	Center for Youth Development and Intervention, Tuscaloosa, Alabama, United States		https://ClinicalTrials.gov/show/NCT05581069
35	NCT02236650	Primary Care Stepping Stones Triple P for Children With Autism		Completed	No Results Available	Autism	Behavioral: Primary Care Stepping Stones Triple P (PC-SS Triple P)|Other: Treatment as Usual	Change from Baseline in Eyberg Child Behavior Inventory Score at 4 weeks|Change from Baseline in Connor-Davidson Resilience Scale Score at 4 weeks|Change from Baseline in Parent Stress Index - Short Form Score at 4 weeks|Change from Baseline in Family Assessment Device score at 4 weeks|Change from Baseline in Aberrant Behavior Checklist Score at 4 weeks|Change from Baseline in The Parenting Scale Score at 4 weeks|Change from Baseline in the Parenting Sense of Competence Scale Score at 4 weeks	St. Louis University	All	18 Years and older   (Adult, Older Adult)	Not Applicable	26	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	SLUBM_24272	July 2014	December 2015	December 2015	September 10, 2014		December 17, 2015	Saint Louis University, Knights of Columbus Developmental Center, St. Louis, Missouri, United States		https://ClinicalTrials.gov/show/NCT02236650
36	NCT03164746	Treatment by Therapeutic Body Wraps in Children and Adolescents Suffering From Autism With Severe Injurious Behavior.	PACKING	Completed	No Results Available	Autism Spectrum Disorder	Other: Dry sheet Therapeutic body wraps|Other: WET sheet Therapeutic body wraps	Aberrant Behavior Checklist (ABC) irritability score|ABC hyperactivity score|ABC lethargy score|ABC inappropriate speech score|ABC stereotypic behavior score|ABC Total score|Child Autism Rating Scale (CARS)|Clinical Global Impression-Improvement (CGI-I)|Clinical Global Impression-Severity (CGI-S)	University Hospital, Lille|Ministry of Health, France	All	5 Years to 18 Years   (Child, Adult)	Not Applicable	48	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Supportive Care	2007/0715|2007-A01376-47|DGS 2008-0070	December 2007	December 2014	December 2014	May 24, 2017		May 24, 2017	Centre de Santé Mentale Angevin, Angers, France|Centre Hospitalier d'Arras, Arras, France|Centre Hospitalier Robert Ballanger, Aulnay-sous-Bois, France|Centre Hospitalier Montfavet, Avignon, France|Institut Départemental Albert Calmette, Camiers, France|Centre Hospitalier de Douai, Douai, France|Etablissement Public de Santé Roger Prévot, Gennevilliers, France|Centre Hospitalier de Lens, Lens, France|Hôpital Fontan, CHRU, Lille, France|Institut Médico-éducatif, Montigny-en-Ostrevent, France|Etablissement de Santé Maison Blanche, Paris, France|Groupe Hospitalier Pitier-Salpêtrière, Paris, France|Etablissement Public de Santé Mentale Val de Lys-Artois, Saint-Venant, France		https://ClinicalTrials.gov/show/NCT03164746
37	NCT04936048	Music for Autism (M4A)	M4A	Recruiting	No Results Available	Autism Spectrum Disorder|Autism	Behavioral: Music Therapy|Behavioral: Play therapy	Children's Communication Checklist-2|Brain connectivity of frontotemporal regions|Child and Adolescent Scale of Participation|Beach Center Family Quality of Life Scale|Peabody Picture Vocabulary Test- 4th edition|Social Responsiveness Scale|Vineland Adaptive Behavior Scales|Hair cortisol concentration|Grey and white matter volume (Structural brain changes)	NORCE Norwegian Research Centre AS|University of Bergen|University of Vienna	All	6 Years to 12 Years   (Child)	Not Applicable	80	Other	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	M4A	August 1, 2021	June 30, 2023	June 30, 2023	June 23, 2021		August 25, 2021	University of Vienna, Vienna, Austria|NORCE Norwegian Research Centre, Bergen, Norway		https://ClinicalTrials.gov/show/NCT04936048
38	NCT04078061	Comparative Effectiveness of EIBI and Adaptive ABA for Children With Autism	ISOLDE	Active, not recruiting	No Results Available	Autism Spectrum Disorder	Behavioral: MABA|Behavioral: EIBI	Change in Vineland Adaptive Behavior Scale (VABS-3)|Change in ASD symptoms using the Ohio Autism Clinical Impressions Scale (OACIS)	University of Rochester|The Cleveland Clinic|May Institute|Nationwide Children's Hospital|Vanderbilt University Medical Center|University of Michigan|University of Virginia	All	18 Months to 5 Years   (Child)	Not Applicable	60	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	W81XWH-18-1-0790	August 22, 2019	September 2023	September 2023	September 4, 2019		November 9, 2022	May Institute, Jacksonville, North Carolina, United States|Cleveland Clinic, Cleveland, Ohio, United States|Nationwide Children's Hospital, Columbus, Ohio, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States|May Institute, Richmond, Virginia, United States		https://ClinicalTrials.gov/show/NCT04078061
39	NCT02536365	Sensory Integration Therapy in Autism: Mechanisms and Effectiveness		Recruiting	No Results Available	Autism	Behavioral: Sensory Integration Therapy|Behavioral: Applied Behavioral Analysis	The Pediatric Evaluation of Disability Inventory-Computer Adaptive Test (PEDI-CAT) Daily Living|The Assessment of Motor and Process Skills (AMPS)|Repetitive Behavior Scale-Revised (RBS-R)	Albert Einstein College of Medicine|Thomas Jefferson University|Queens College, The City University of New York|Children's Specialized Hospital	All	6 Years to 114 Months   (Child)	Not Applicable	135	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Outcomes Assessor)|Primary Purpose: Treatment	2014-3795	September 2015	December 2023	December 2023	August 31, 2015		August 5, 2022	Children's Specialized Hospital, New Brunswick, New Jersey, United States		https://ClinicalTrials.gov/show/NCT02536365
40	NCT05363982	Evaluation of Transcranial Photobiomodulation in Autism Spectrum Disorder		Recruiting	No Results Available	Autism Spectrum Disorder	Device: Transcranial Photobiomodulation (tPBM)|Device: Placebo/ Sham	ASD symptoms as measured by change through study completion, on the Clinical Global Impression of Improvement of Autism Spectrum Disorder (CGI-ASD-I)|ASD symptoms as measured by change through study completion on the Social Responsiveness Scale-2nd Edition (SRS-2)|Treatment-related changes in social cognition functions|Treatment-related changes in associated executive functions|Treatment-related changes in associated psychopathology (Attention Deficit Hyperactivity Disorder, ADHD)|Treatment-related changes in associated psychopathology (depression)|Treatment-related changes in associated psychopathology (anxiety)|Treatment-related changes in associated psychopathology|Treatment-related changes in quality of life|The monitoring of treatment-emergent adverse events	Massachusetts General Hospital	All	18 Years to 59 Years   (Adult)	Not Applicable	54	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment	2021- P- 002646	February 11, 2022	February 11, 2023	February 11, 2024	May 6, 2022		May 6, 2022	Massachusetts General Hospital, Boston, Massachusetts, United States		https://ClinicalTrials.gov/show/NCT05363982
41	NCT04739982	Evaluating Efficacy of GuessWhat Mobile App Therapy for Children With Autism		Recruiting	No Results Available	Autism|Autism Spectrum Disorder	Device: GuessWhat Mobile App	Change in parent reported socialization based on the Vineland Adaptive Behavior Scales 3rd Edition (VABS-3) Parent/Caregiver Socialization Subscale, from baseline to week 4|GuessWhat App Usage Data|Parent reported feedback|Change in Parental Stress Scale - from baseline to week 4|Change in Emotion Recognition from baseline to week 4	Stanford University	All	3 Years to 12 Years   (Child)	Not Applicable	600	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	60181	July 7, 2021	December 31, 2023	January 31, 2024	February 5, 2021		December 14, 2022	Stanford University, Stanford, California, United States	"Informed Consent Form", https://ClinicalTrials.gov/ProvidedDocs/82/NCT04739982/ICF_000.pdf	https://ClinicalTrials.gov/show/NCT04739982
42	NCT00406159	Effects of Hyperbaric Oxygen Therapy on Children With Autism		Completed	No Results Available	Autism	Device: Hyperbaric Oxygen Therapy	Standardized Measures|In addition to the direct measures of behavior described above, standardized intelligence and adaptive assessments will be conducted prior to the initiation of HBOT. These will include:|ADI/ADOS|WPPSI-III (2-6 years) /WASI (6+ years)|Vineland Adaptive Behavior Scale (VABS)|Subjective Questionnaires|Aberrant Behavior Checklist|Clinical Global Impression|ATEC|Selected sections of the APEQ|BRIEF|Parenting Stress Index|Repetitive Behavior Scale|A side effect questionnaire|Thoughtful House Caregiver diary	Thoughtful House	All	2 Years to 10 Years   (Child)	Phase 1	30	Other	Interventional	Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	06.10.0004	November 2006		September 2007	December 4, 2006		August 7, 2009	Medical Center at Thoughtful House, Austin, Texas, United States		https://ClinicalTrials.gov/show/NCT00406159
43	NCT03634761	Early Intervention and Autism: Transformation From Research to Practice Through a Competency Based Model	AUT-TID	Completed	No Results Available	Autism Spectrum Disorder	Behavioral: Competency based model|Behavioral: Comprehensive program	Change in overall program quality measured by the Autism Program Environment Rating Scale (APERS-P-SE)|Ethics, Values and Allegiance (EVA)|Evidence Based Practices (EBP)|Autism Knowledge Questionnaire (AKQ)|Self-Efficacy and Stress Questionnaire (SESQ)|Goal Attainment Scale (GAS)|Clinical Global Impression-autism (CGI-AUT)|Children's Engagement Questionnaire (CEQ)|Vineland Adaptive Behavior Scales - Second Edition (Vineland-II) - Teacher ratings	Stockholm University|Karolinska Institutet	All	2 Years to 5 Years   (Child)	Not Applicable	17	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Other	VR 2015-01212	May 15, 2017	May 30, 2019	May 30, 2019	August 16, 2018		September 20, 2019	BanyanCenter, Stockholm, Sweden|Autismcenter för Små Barn, Stockholm, Sweden		https://ClinicalTrials.gov/show/NCT03634761
44	NCT02508922	Trial of Vitamin D3 Supplementation in Paediatric Autism		Completed	No Results Available	Autism	Dietary Supplement: Vitamin D3|Dietary Supplement: Placebo	Change from baseline in stereotypic behaviour from the aberrant behaviour checklist|Change from baseline in serum 25-hydroxyvitamin D levels|Change from baseline in serum calcium levels, corrected for albumin|Change from baseline in aberrant behaviour checklist|Change from baseline in cytokines|Change from baseline in autoimmune markers|Change from baseline in behaviour Assessment System for Children - Second Edition|Change from baseline in repetitive behavior Scale - Revised|Change from baseline in Social Responsiveness Scale|Change from baseline in Developmental Disabilities-Children's Global Assessment Scale|Change from baseline in Vitamin D and Sun Questionnaire	University of Dublin, Trinity College|The National Children's Hospital, Tallaght	All	3 Years to 12 Years   (Child)	Not Applicable	42	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Supportive Care	NCHVitDASD	September 2015	June 2016	July 2016	July 27, 2015		October 25, 2016	Linn Dara and BeechPark, Dublin, Ireland|National Children's Hopsital, Dublin, Ireland|Trinity College Dublin, Dublin, Ireland		https://ClinicalTrials.gov/show/NCT02508922
