Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
115	NCT03404505	Effects of a Short-term Parent Mediated Social Training on Developmental Trajectories in Infants	IA	Active, not recruiting	No Results Available	Younger Sibling of Child With Autism Spectrum Disorder|Signs of Developmental Delay|Signs of Communication Delay|Signs of Social Delay	Behavioral: Infant Achievements|Behavioral: Caregiver Education (CE)	Change in parent behavior during the Parent-Child Play Sample|Change in child communication and social engagement sample during the Parent-Child Play Sample|Change in scores on the Mullen Scales of Early Learning Receptive and Expressive Language Raw Scores|Change in scores on the MacArthur-Bates Communication Development Inventory|Change in scores on the CSBS Behavior Sample	Hugo W. Moser Research Institute at Kennedy Krieger, Inc.|National Institute on Deafness and Other Communication Disorders (NIDCD)	All	8 Months to 12 Months   (Child)	Not Applicable	64	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	IRB00065698|R21DC015846	November 3, 2017	November 2023	November 2023	January 19, 2018		December 6, 2022	Kennedy Krieger Institute, Baltimore, Maryland, United States		https://ClinicalTrials.gov/show/NCT03404505
116	NCT05131659	Intervention-Induced Plasticity of Flexibility and Learning Mechanisms in ASD		Recruiting	No Results Available	Executive Dysfunction|Autism Spectrum Disorder|Adolescent Behavior	Behavioral: Executive function group therapy	Change in Executive Function Challenge Task (EFCT) Scores|Change in Neural Response During Prototype Learning Task Outcomes|Change in Adaptive Behavior Assessment System, Third Edition (ABAS-3) scores	Children's National Research Institute|Georgetown University|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)	All	14 Years to 18 Years   (Child, Adult)	Not Applicable	60	Other|NIH	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	Pro00015492|1P50HD105328-01	October 20, 2021	December 31, 2025	May 31, 2026	November 23, 2021		August 31, 2022	Children's National Hospital, Washington, District of Columbia, United States|Georgetown University, Washington, District of Columbia, United States		https://ClinicalTrials.gov/show/NCT05131659
117	NCT00080145	RUPP PI PDD: Drug and Behavioral Therapy for Children With Pervasive Developmental Disorders		Completed	No Results Available	Child Development Disorders, Pervasive	Drug: Risperidone|Behavioral: Behavior Therapy	Home Situations Questionnaire|Vineland Daily Living Skills Scale|Irritability subscale-Aberrant Behavioral Checklist|Clinical Global Impressions-Improvement (CGI-I)	Yale University|National Institute of Mental Health (NIMH)	All	4 Years to 13 Years   (Child)	Not Applicable	124	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	U10MH066764|U10MH066766|U10MH066768|DDTR BD-DD	February 2004	September 2007	September 2007	March 25, 2004		August 16, 2013	Yale University, New Haven, Connecticut, United States|Indiana University, Indianapolis, Indiana, United States|Ohio State University, Columbus, Ohio, United States		https://ClinicalTrials.gov/show/NCT00080145
118	NCT03388294	Evaluation of a Novel Intervention for Infants At Risk for Neurodevelopmental Disorders	PIE	Completed	Has Results	Autism Spectrum Disorder|Neurodevelopmental Disorders	Behavioral: Parents and Infants Engaged	Change in Mean Percent of Parent Child Dyadic Engagement Over Time From Baseline to Posttest 1|Change in Mean Percent of Parent Child Dyadic Engagement Over Time From Baseline to Posttest 2|Change in Rating of Parent Responsiveness to Child Sensory Reactivity Cues From Baseline to Posttest 1|Change in Rating of Parent Responsiveness to Child Sensory Reactivity Cues From Baseline to Posttest 2|Change in Rating of Parent Responsiveness to Child Prelinguistic Communication Cues From Baseline to Posttest 1|Change in Rating of Parent Responsiveness to Child Prelinguistic Communication Cues From Baseline to Posttest 2|Change in Rate of Infant Intentional Communication Over Time, Baseline to Posttest 1|Change in Rate of Infant Intentional Communication Over Time, Baseline to Posttest 2|Change in Respiratory Sinus Arrhythmia From Baseline to Posttest 2 During Social Stimuli|Change in Respiratory Sinus Arrhythmia From Baseline to Posttest 2 During Non-Social Stimuli|Change in Skin Conductance Levels From Baseline to Posttest 2|Change in The Behavioral Observation of Social Communication Change (BOSCC) From Baseline to Posttest 2|Change in The Attention Following Protocol (AF Protocol) From Baseline to Posttest 2|Change in Mullen Scales of Early Learning Receptive Language T-Scores From Baseline to Posttest 2|Change in Mullen Scales of Early Learning Expressive Language T-scores From Baseline to Posttest 2|Change in Sensory Processing Assessment for Young Children From Baseline to Posttest 2 in Hypo-Reactivity|Change in Sensory Processing Assessment for Young Children From Baseline to Posttest 2 in Hyper-Reactivity|Change in The Sensory Experiences Questionnaire Version 2.1 From Baseline to Posttest 1 in Hypo-reactivity|Change in The Sensory Experiences Questionnaire Version 2.1 From Baseline to Posttest 1 in Hyper-reactivity|Change in The Sensory Experiences Questionnaire Version 2.1 From Baseline to Posttest 2 in Hypo-reactivity|Change in The Sensory Experiences Questionnaire Version 2.1 From Baseline to Posttest 2 in Hyper-reactivity	University of North Carolina, Chapel Hill|University of Southern California|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)	All	11 Months to 16 Months   (Child)	Not Applicable	72	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	17-0292|1R21HD091547-01	March 8, 2018	April 1, 2020	May 30, 2021	January 2, 2018	October 29, 2021	October 29, 2021	University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States	"Study Protocol and Statistical Analysis Plan", https://ClinicalTrials.gov/ProvidedDocs/94/NCT03388294/Prot_SAP_000.pdf	https://ClinicalTrials.gov/show/NCT03388294
119	NCT03380078	Translating Evidence-based Interventions for ASD: Multi-Level Implementation Strategy	TEAMS	Completed	No Results Available	Autism Spectrum Disorder	Behavioral: Teams Leadership Institute (TLI)|Behavioral: Motivational Enhancement (TIPS for Training)|Behavioral: Classroom Pivotal Response Teaching (CPRT)|Behavioral: An Individualized Mental Health Intervention for ASD (AIM HI)	Provider Training Completion / Certification|Child Improvements on The Eyberg Child Behavior Inventory (ECBI)|Child Improvements on the PDD Behavior Inventory, Parent Extended Version (PDDBI-PX)	University of California, Davis|University of California, San Diego|University of California, Los Angeles|National Institute of Mental Health (NIMH)	All	18 Years and older   (Adult, Older Adult)	Not Applicable	1206	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Health Services Research	990914|R01MH1198101|RO1MH1195001	October 20, 2017	June 30, 2021	May 15, 2022	December 20, 2017		August 3, 2022	University of California, Davis, Sacramento, California, United States|University of California, San Diego, San Diego, California, United States|University of California, Los Angeles, Westwood, California, United States		https://ClinicalTrials.gov/show/NCT03380078
120	NCT03730194	A SMART Design to Improve Sleep Disturbance in Adolescents With Neurodevelopmental Disorders		Completed	No Results Available	Autism Spectrum Disorder|Attention Deficit Hyperactivity Disorder|Sleep Disturbance	Dietary Supplement: Melatonin|Behavioral: Bedtime Bank	Actigraphy (total sleep time)|Cleveland Adolescent Sleepiness Questionnaire (CASQ)|Sleep Diary|PROMIS Pediatric Item Bank Sleep Disturbance|PROMIS Pediatric Item Bank Sleep Related Impairment|Dim Light Melatonin Onset (DLMO)|Urinary Melatonin|PROMIS Sleep Disturbance (short form v. 1.0 8b)|PROMIS Sleep Related Impairment (short form v. 1.0 8a)	University of Nebraska|National Institute of Nursing Research (NINR)	All	10 Years to 18 Years   (Child, Adult)	Not Applicable	40	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care	775-18-FB|1K01NR017465-01A1	May 31, 2019	November 1, 2021	November 1, 2021	November 5, 2018		May 19, 2022	University of Nebraska Medical Center, Center for Nursing Science, Omaha, Nebraska, United States		https://ClinicalTrials.gov/show/NCT03730194
121	NCT03919721	Field Test of Motivity.Net Software for Data Collection During Behavioral Interventions		Unknown status	No Results Available	Autistic Disorder	Behavioral: Applied Behavioral Analysis	Impact of software on number of updates to programs made by behavior analysts (intervention agility)|Event tracking usability assessed by user ratings|Program editing efficiency as assessed by usage analysis|Impact of software on trial success rate|Impact of software on trials to criterion (number of trials needed to achieve mastery)|Impact of software on total number of targets mastered	Experiad LLC|National Institute of Mental Health (NIMH)|University of Washington|northwest behavioral associates	All	2 Years to 21 Years   (Child, Adult)	Not Applicable	12	Industry|NIH|Other	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other	Motivity-II|R44MH098476	November 1, 2019	March 31, 2020	March 31, 2020	April 18, 2019		April 18, 2019	Northwest Behavioral Associates, Bellevue, Washington, United States		https://ClinicalTrials.gov/show/NCT03919721
122	NCT02456298	Comparing Behavioral Assessments Using Telehealth for Children With Autism		Completed	No Results Available	Autism Spectrum Disorder	Behavioral: Standard FA+FCT|Behavioral: Pragmatic FA+FCT	Percent Reduction in Problem Behavior	Matthew J O'Brien, PhD, BCBA-D|University of Houston|Emory University|Children's Healthcare of Atlanta|National Institute of Mental Health (NIMH)|University of Iowa	All	18 Months to 83 Months   (Child)	Not Applicable	152	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Outcomes Assessor)|Primary Purpose: Treatment	IRB#201501781|R01MH104363	June 2015	May 31, 2020	May 31, 2020	May 28, 2015		October 8, 2020	University of Iowa, Iowa City, Iowa, United States		https://ClinicalTrials.gov/show/NCT02456298
123	NCT02445105	Mobilizing Community Systems to Engage Families in Early Autism Spectrum Disorder (ASD) Detection & Services		Completed	No Results Available	Autism Spectrum Disorder	Behavioral: Autism Navigator Enhanced Practice|Behavioral: Family Engagement plus Autism Navigator	Number of children screened by community service provider|Child age at screening by community service provider|Child age at referral for evaluation by community service provider|Child age at entry into intervention|Child autism symptoms measured with the Autism Diagnostic Observation Schedule|Child developmental level measured with the Mullen Scales of Early Learning|Child adaptive behavior measured with the Vineland Adaptive Behavior Scales|Family measure of resources measured with Family Resource Scale completed by parent|Family measure of stress measured with Parenting Stress Index completed by parent|Family measure of access to community activities measured with Home and Community Activities Survey completed by parent	Florida State University|Emory University|Weill Medical College of Cornell University|Drexel University|National Institute of Mental Health (NIMH)	All	Child, Adult, Older Adult	Not Applicable	10857	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Health Services Research	MH104423|1R01MH104423-01	December 2015	June 2021	June 2021	May 15, 2015		July 13, 2022	Florida State University, Tallahassee, Florida, United States|Emory University, Atlanta, Georgia, United States|Weill Cornell Medical College, White Plains, New York, United States|Drexel University, Philadelphia, Pennsylvania, United States		https://ClinicalTrials.gov/show/NCT02445105
124	NCT00947700	Early Connections, Early Detection and Intervention in Infants at Risk for Autism		Completed	No Results Available	Autism Spectrum Disorder	Behavioral: Assessment, Monitoring & Intervention	Autism Symptoms|Mullen Receptive Language Scale|Communication and Symbolic Behavior Scale|Parent Child Interaction|Parent quality of life	University of Washington|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|National Institute of Environmental Health Sciences (NIEHS)|Autism Speaks|Washington State Department of Social and Health Services|Autism Science Foundation	All	5 Months to 12 Months   (Child)	Not Applicable	100	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Other	32400|P50HD055782|P30ES007033	January 2008	June 2013	June 2013	July 28, 2009		April 20, 2017	Center on Human Development and Disabilities, University of Washington, Seattle, Washington, United States		https://ClinicalTrials.gov/show/NCT00947700
125	NCT00698997	Intensive Intervention for Toddlers With Autism (EARLY STEPS)		Completed	Has Results	Autism|Autism Spectrum Disorder	Behavioral: Early Start Denver Model|Behavioral: Standard community care	Language Age Equivalent|Overall Developmental Quotient (DQ)|Adaptive Behavior Age Equivalent Scores|Autism Severity	University of California, Davis|University of Washington|University of Michigan|National Institutes of Health (NIH)|University of California, Los Angeles|National Institute of Mental Health (NIMH)	All	12 Months to 24 Months   (Child)	Not Applicable	118	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	200816233|1R01MH081757	April 2008	July 2013	December 2013	June 17, 2008	February 17, 2020	February 17, 2020	UC Davis Mind Institute, Sacramento, California, United States	"Study Protocol", https://ClinicalTrials.gov/ProvidedDocs/97/NCT00698997/Prot_000.pdf	https://ClinicalTrials.gov/show/NCT00698997
126	NCT02359084	Project EARLY: Engagement, Assessment, Referral, & Linkage for Young Children		Completed	No Results Available	Autism|Developmental Delay Disorders	Behavioral: Family Navigation|Behavioral: Conventional Care Management	Diagnostic interval (Number of days defined as beginning the day of the positive confirmatory screen and ending the day when the family receives a determination (yes/no) of ASD diagnosis)|Time to receipt of ASD services/recommended services|Determination of ASD diagnosis (based on DSM V criteria made by a Board Certified DBP Pediatrician. Assessments are based on site protocols; all use standardized, validated measures appropriate for very young children.)|Satisfaction with Family Navigator (Patient Satisfaction with Interpersonal Relationship with Navigator (PSN-I))	Boston University|Yale University|Children's Hospital of Philadelphia|National Institute of Mental Health (NIMH)|Developmental Behavioral Pediatrics Research Network	All	15 Months to 27 Months   (Child)	Not Applicable	340	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Health Services Research	H-33008|1R01MH104355	February 2015	August 25, 2021	August 25, 2021	February 9, 2015		January 3, 2022	Yale University School of Medicine, New Haven, Connecticut, United States|Boston Medical Center, Boston, Massachusetts, United States|Boston University School of Public Health, Boston, Massachusetts, United States|South End Community Health Center, Boston, Massachusetts, United States|Dorchester House Multi-Service Center, Boston, Massachusetts, United States|Codman Square Health Center, Boston, Massachusetts, United States|East Boston Neighborhood Health Center, Boston, Massachusetts, United States|MGH Chelsea, Chelsea, Massachusetts, United States|Lowell Community Health Center, Lowell, Massachusetts, United States|Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, United States		https://ClinicalTrials.gov/show/NCT02359084
127	NCT00025779	Methylphenidate in Children and Adolescents With Pervasive Developmental Disorders		Completed	No Results Available	Attention Deficit Disorder With Hyperactivity|Autistic Disorder|Pervasive Development Disorders	Drug: methylphenidate|Drug: guanfacine	hyperactivity, impulsiveness, and distractibility	National Institute of Mental Health (NIMH)	All	5 Years to 14 Years   (Child)	Not Applicable	60	NIH	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double|Primary Purpose: Treatment	N01 MH70009|N01 MH80011|N01 MH70010|N01 MH70001|DSIR CT	October 2001	November 2003		October 24, 2001		July 28, 2009	UCLA Neuropsychiatric Institute, Los Angeles, California, United States|Yale Child Study Center, New Haven, Connecticut, United States|Indiana University-Riley Hospital for Children, Indianapolis, Indiana, United States|Kennedy Krieger Institute, Baltimore, Maryland, United States|Ohio State University, Columbus, Ohio, United States		https://ClinicalTrials.gov/show/NCT00025779
128	NCT00902798	Cognitive Enhancement Therapy for Adult Autism Spectrum Disorder	Perspectives	Completed	No Results Available	Autistic Disorder|Autism Spectrum Disorder|Asperger's Syndrome|Pervasive Developmental Disorder	Behavioral: Cognitive Enhancement Therapy|Behavioral: Enriched Supportive Therapy	Neurocognition|Social cognition|Functional outcome	University of Pittsburgh|National Institute of Mental Health (NIMH)|Autism Speaks|United States Department of Defense|Pennsylvania Department of Health	All	16 Years to 45 Years   (Child, Adult)	Not Applicable	54	Other|NIH|U.S. Fed	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	MH085851|R33MH085851|R21MH085851|AR100344|05381|2008NF-Autism|ARI2014	August 2010	April 2016	June 2017	May 15, 2009		April 13, 2020	University of Pittsburgh, Pittsburgh, Pennsylvania, United States		https://ClinicalTrials.gov/show/NCT00902798
129	NCT05114538	Improving the Part C Early Intervention Service Delivery System for Children With ASD		Recruiting	No Results Available	Autism Spectrum Disorder	Behavioral: Reciprocal Imitation Training	Child Intentional Communication|Child Initiation of Joint Attention (IJA)|Child Spontaneous Motor Imitation|Parent Contingent Responsivity|Child Elicited Motor Imitation|Child Social Communication|Parenting Self-Efficacy|Family Quality of Life|Parenting Stress|Child Total Word Count	University of Washington|National Institute of Mental Health (NIMH)|Michigan State University|Rush University Medical Center|University of Massachusetts, Boston	All	16 Months to 30 Months   (Child)	Not Applicable	440	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	STUDY00009835|1R01MH122727-01	September 27, 2021	March 2023	March 2023	November 10, 2021		November 22, 2021	Rush University Medical Center, Chicago, Illinois, United States|University of Massachusetts Boston, Boston, Massachusetts, United States|Michigan State University, East Lansing, Michigan, United States|University of Washington, Seattle, Washington, United States		https://ClinicalTrials.gov/show/NCT05114538
130	NCT01579669	Partnering With Autistic Adults to Improve Healthcare		Completed	Has Results	Autism Spectrum Disorder	Behavioral: Use of toolkit	Patient Satisfaction|Provider Satisfaction|Patient Use of Toolkit Components|Change in Patient Satisfaction With Healthcare|Change in Patient's Perceived Barriers to Healthcare|Change in Patient Healthcare Self-Efficacy	Oregon Health and Science University|National Institute of Mental Health (NIMH)|Syracuse University|Indiana University|Autistic Self Advocacy Network|Portland State University	All	18 Years and older   (Adult, Older Adult)	Not Applicable	237	Other|NIH	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research	R34MH092503	September 2013	August 2014	August 2014	April 18, 2012	December 7, 2015	December 7, 2015	Oregon Health and Science University, Portland, Oregon, United States		https://ClinicalTrials.gov/show/NCT01579669
131	NCT03025646	Feasibility of Implementing a Mental Health Care Program and Home-based Training for Mothers of Children With Autism Spectrum Disorder in an Urban Population in Bangladesh		Recruiting	No Results Available	Maternal Depression	Other: Mental Health care services & home based training	Participants who can accept, afford and adapt the implemented program of mental health service and home based training program|Number of mothers with Major Depressive Disorder (MDD)|Number of children with ASD who have improved their skill in terms of communication, behavior and social skills	International Centre for Diarrhoeal Disease Research, Bangladesh|Harvard Medical School (HMS and HSDM)|National Institute of Mental Health (NIMH)|National Institute of Neurosciences Hospital (NINS)|Institute of Paediatric Neurodisorder and Autism (IPNA)	Female	18 Years to 50 Years   (Adult)	Not Applicable	78	Other|NIH	Interventional	Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research	PR-16070	April 1, 2017	September 2021	September 2021	January 19, 2017		April 26, 2021	Awf, Swac, Dhaka, Bangladesh		https://ClinicalTrials.gov/show/NCT03025646
132	NCT02839915	Leucovorin for the Treatment of Language Impairment in Children With Autism Spectrum Disorder		Active, not recruiting	No Results Available	Autism Spectrum Disorder	Drug: Folinic Acid|Other: Placebo	Change in Clinical Evaluation of Language Fundamentals 4 (CELF-4) Score.|Change in Clinical Evaluation of Language Fundamentals Preschool (CELF-P) score|Change in Clinician Global Impression for Improvement (CGI-I) Score	Rossignol Medical Center|Emory University|Harvard University|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|State University of New York - Downstate Medical Center|Southwest Autism Research & Resource Center	All	5 Years to 17 Years   (Child)	Phase 2	134	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	FAS-NIH|R01HD088528	August 13, 2020	July 1, 2023	July 1, 2024	July 21, 2016		September 30, 2022	Southwestern Research and Resource Center, Phoenix, Arizona, United States|Children's Healtcare of Atlanta, Atlanta, Georgia, United States|Harvard University, Lexington, Massachusetts, United States|State University of New York, Downstate, Brooklyn, New York, United States		https://ClinicalTrials.gov/show/NCT02839915
133	NCT05565482	Work Chat: An Interactive Virtual Workday		Enrolling by invitation	No Results Available	Autism|Autism Spectrum Disorder	Behavioral: Work Chat: An Interactive Virtual Workday	Change in Social Cognition - Hinting Task|Change in Emotion Recognition Ability - MiniPONs|Change in Emotion Regulation - Emotion Dysregulation Inventory Short Form (Reactivity Index Short Form)|Greater Gains/Change in Workplace Functioning - Workplace Behavior Inventory (WBI)|Greater sustained employment by 9 Months|Change in Social Competence|Change in Perceived Social Self-Efficacy Scale (PSSE)|Change in Perceived Empathy Self-Efficacy Scale (PESE)|Change in Anxiety	University of Michigan|SIMmersion, LLC|Michigan Career and Technical Institute (MCTI)|National Institute of Mental Health (NIMH)|Michigan State University|University of Pittsburgh	All	18 Years and older   (Adult, Older Adult)	Not Applicable	725	Other|Industry|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Other	HUM00216949|R44MH123359-01	October 13, 2022	October 10, 2024	January 10, 2025	October 4, 2022		November 3, 2022	Michigan Career and Technical Institute, Plainwell, Michigan, United States		https://ClinicalTrials.gov/show/NCT05565482
134	NCT00166595	Pharmacogenetics of Risperidone in Children With Pervasive Developmental Disorder (PDD)		Completed	No Results Available	Child Development Disorders, Pervasive	Drug: Risperidone		Children's Hospital Medical Center, Cincinnati|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)	All	4 Years to 21 Years   (Child, Adult)	Phase 1|Phase 2	100	Other|NIH	Interventional	Primary Purpose: Treatment	PPRU 10545s	February 2003		March 2005	September 14, 2005		January 28, 2014	Children's Hospital of Michigan/Wayne State University, Detroit, Michigan, United States|Duke University Medical Center, Durham, North Carolina, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States|The Ohio State University Medical Center, Columbus, Ohio, United States		https://ClinicalTrials.gov/show/NCT00166595
135	NCT05456139	Effectiveness Trial of Mobile ESI for Toddlers With Autism Identified by Early Screening in Primary Care	ESI-MC	Recruiting	No Results Available	Autism Spectrum Disorder	Behavioral: Treatment as Usual|Behavioral: Early Social Interaction Mobile Coaching (ESI-MC)	Parent-Child Interaction Change at Home|Social Communication Change|Intervention Strategy Use|Observation of Diagnostic Features of Autism Change|Autism Symptoms|Developmental Level|Adaptive Behavior|Brief Observation of Autism Symptoms	Florida State University|National Institute of Mental Health (NIMH)|University of California, Los Angeles|Emory University|Children's Healthcare of Atlanta|University of Pennsylvania|Children's Hospital of Philadelphia|Weill Medical College of Cornell University|Rush University|Seattle Children's Hospital Research Institute|Children's Hospital Medical Center, Cincinnati	All	15 Months to 20 Months   (Child)	Not Applicable	240	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Health Services Research	STUDY00002656|R01MH121627|R01MH121622|R01MH127120	August 30, 2022	January 2026	January 2026	July 13, 2022		September 1, 2022	University of California Los Angeles, Los Angeles, California, United States|Florida State University Autism Institute, Tallahassee, Florida, United States|Emory University, Atlanta, Georgia, United States|Rush University, Chicago, Illinois, United States|Weill Cornell Medical College, White Plains, New York, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States|Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, United States|Seattle Children's Hospital, Seattle, Washington, United States		https://ClinicalTrials.gov/show/NCT05456139
136	NCT04606966	Physiological Mechanisms of Therapeutic Horseback Riding Intervention Effects in a Psychiatric Population of ASD Youth		Recruiting	No Results Available	Autism Spectrum Disorder|Mental Disorders	Other: Therapeutic Horseback Riding|Other: Barn Activity|Other: Hybrid	Change in Aberrant Behavior Checklist-Community (ABC-C)|Change in Social Responsiveness Scale™, Second Edition|Change in Emotion Dysregulation Inventory (EDI)|Change in World Health Organization's Quality of Life Instrument (WHOQOL-BREF)|Change in Systematic Analysis of Language Transcripts (SALT)|Change in Crisis Mental Health Care Usage Survey	University of Colorado, Denver|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|Maine Health/Spriing Harbor Hospital|Riding To The Top Therapeutic Riding Center|Hearts and Horses Therapeutic Riding Center|Salimetrics, LLC|Baylor University	All	6 Years to 17 Years   (Child)	Not Applicable	192	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	19-1962|1R01HD097693-01A1	December 22, 2020	June 2024	December 2024	October 28, 2020		October 25, 2022	University of Colorado Anschutz Medical Campus, Aurora, Colorado, United States|Maine Health, Portland, Maine, United States		https://ClinicalTrials.gov/show/NCT04606966
137	NCT00870727	Study of Aripiprazole in the Treatment of Pervasive Developmental Disorders		Completed	Has Results	Pervasive Developmental Disorder	Drug: Aripiprazole oral product|Drug: Placebo oral capsule	Number of Participants Improved as Measured by the Clinical Global Impression-Global Improvement Scale (Improvement Defined as CGI-I=1 or CGI-I=2)|Mean Post-baseline Aberrant Behavior Checklist Irritability Subscale Score, Parent Report, Double-blind Phase|Mean Post-baseline Aberrant Behavior Checklist Hyperactivity Subscale Score, Parent Report, Double-blind Phase|Mean Post-baseline Aberrant Behavior Checklist Inappropriate Speech Subscale Score, Parent Report, Double-blind Phase|Mean Post-baseline Aberrant Behavior Checklist Social Withdrawal Subscale Score, Parent Report, Double-blind Phase|Mean Post-baseline Aberrant Behavior Checklist Stereotypy Subscale Score, Parent Report, Double-blind Phase	Indiana University|National Institute of Mental Health (NIMH)|Bristol-Myers Squibb	All	5 Years to 17 Years   (Child)	Phase 3	33	Other|NIH|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment	0805-26|MH 082119	February 2009	March 2015	May 2015	March 27, 2009	November 28, 2018	January 2, 2019	Riley Hospital for Children, Christian Sarkine Autism Treatment Center, Indianapolis, Indiana, United States		https://ClinicalTrials.gov/show/NCT00870727
138	NCT01233414	Randomized Trial of Parent Training for Young Children With Autism	RUBI	Completed	No Results Available	Child Development Disorders, Pervasive	Behavioral: Parent Training|Other: Psychoeducational Program	Aberrant Behavior Checklist Irritability Subscale|Home Situations Questionnaire|Vineland Adaptive Behavior Scales|Clinical Global Impressions Improvement Scale	Yale University|Emory University|Indiana University|Ohio State University|University of Pittsburgh|University of Rochester|National Institute of Mental Health (NIMH)	All	3 Years to 7 Years   (Child)	Not Applicable	180	Other|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	R01MH081148	September 2010	September 2014	March 2015	November 3, 2010		April 8, 2016	Yale University, New Haven, Connecticut, United States|Emory University, Atlanta, Georgia, United States|Indiana University, Indianapolis, Indiana, United States|University of Rochester, Rochester, New York, United States|Ohio State University, Columbus, Ohio, United States|University of Pittsburgh, Pittsburgh, Pennsylvania, United States		https://ClinicalTrials.gov/show/NCT01233414
