Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
96	NCT00619190	Study of Aripiprazole to Treat Children and Adolescents With Autism	PAIRS	Completed	Has Results	Autistic Disorder|Asperger Syndrome|Autism Spectrum Disorder	Drug: aripiprazole	Change From Baseline in Aberrant Behavior Checklist-Irritability at 12 Weeks|Clinical Global Impressions Scale - Severity Score (CGI-S)|Change From Baseline in the Aberrant Behavior Checklist -Lethargy/Social Withdrawal Subscale at 12 Weeks	University of North Carolina, Chapel Hill|Bristol-Myers Squibb	All	30 Months to 17 Years   (Child)	Phase 2	30	Other|Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	04-1792 GCRC-2491	January 2006	June 2012	June 2012	February 20, 2008	March 26, 2014	March 26, 2014	University of North Carolina, Department of Psychiatry, Chapel Hill, North Carolina, United States		https://ClinicalTrials.gov/show/NCT00619190
97	NCT02500771	Feasibility Testing and Pilot Study of V-MOTIVE Protocol Software Version 1		Unknown status	No Results Available	Autism Spectrum Disorder	Behavioral: ABA therapy enhanced with V-Motive software	Feasibility of V-Motive software's ability to positively impact a child's performance within 4 weeks|Amount of time required to construct a fully-indexed video repository from therapy footage using V-Motive|Accuracy of V-Motive software in suggesting and cueing up appropriate video for playback on demand	Experiad LLC|northwest behavioral associates	All	4 Years and older   (Child, Adult, Older Adult)	Not Applicable	12	Industry|Other	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	VMOTIVE-1	June 2017	December 2020	December 2020	July 17, 2015		July 17, 2015	Northwest Behavioral Associates, Bellevue, Washington, United States		https://ClinicalTrials.gov/show/NCT02500771
98	NCT03829878	Efficacy, Safety, and Tolerability Study of Oral Full-Spectrum MicrobiotaTM (CP101) in Subjects With Autism Spectrum Disorder and Associated GI Symptoms (SPROUT)	SPROUT	Withdrawn	No Results Available	Autism Spectrum Disorder|Autism|ASD|Autistic Thinking|Autistic Behavior|Finch|FMT|Fecal Microbiota Transplant|CP101|SPROUT|Fecal Transplant	Drug: CP101|Drug: Placebo	Childhoood Autism Rating Scales-2 (CARS-2)|Aberrant Behavior Checklist-2 (ABC-2)|Social Responsiveness Scale-2 (SRS-2)|Parent Global Impressions-III (PGI-III)|Gastrointestinal Symptom Rating Scale (GSRS)|Gastrointestinal Stool & Symptom Questionnaire for Autism (GSSQA)|Reynolds Intellectual Assessment Scales-2-Nonverbal (RIAS-2-NV)|Autism Diagnostic Interview-Revised (ADI-R)	Finch Research and Development LLC.	All	5 Years to 17 Years   (Child)	Phase 2	0	Industry	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	CP101-ASD-203	May 2020	May 2020	December 2021	February 4, 2019		April 8, 2021			https://ClinicalTrials.gov/show/NCT03829878
99	NCT01337700	Milnacipran in Autism and the Functional Locus Coeruleus and Noradrenergic Model of Autism		Completed	Has Results	Autism Spectrum Disorder|Asperger Syndrome|Aspergers Syndrome	Drug: Milnacipran|Drug: Placebo	Change in Score on Conners Adults Attention Deficit Hyperactivity Disorder (ADHD) Rating Scale|Change in Hyperactivity as Measured by Aberrant Behavior Checklist - Hyperactivity Scale|Change in Autism Severity Levels Based on the Clinical Global Impressions Scale|Change in Repetitive Behaviors Using YBOCS-Compulsion and Rigidity Subscale|Change in Diagnostic Analysis of Nonverbal Activity-2 ADULT FACIAL EXPRESSIONS: (DANVA2-AF)	Montefiore Medical Center|Forest Laboratories	All	18 Years to 50 Years   (Adult)	Phase 4	10	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	10-09-299	February 2011	July 2014	July 2014	April 19, 2011	February 27, 2020	February 27, 2020	Montefiore Medical Center, Albert Einstein College of Medicine, Bronx, New York, United States		https://ClinicalTrials.gov/show/NCT01337700
100	NCT01078844	Memantine in Adult Autism Spectrum Disorder		Terminated	Has Results	Autism|Asperger's Disorder|Pervasive Developmental Disorder NOS	Drug: memantine|Drug: Placebo	Clinical Global Impression-Scale(CGI-S)	Johns Hopkins University|Forest Laboratories	All	18 Years to 85 Years   (Adult, Older Adult)	Not Applicable	4	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	NA_00015760	February 2010	July 2010	July 2010	March 2, 2010	July 26, 2017	July 26, 2017	Johns Hopkins Bayview, Baltimore, Maryland, United States		https://ClinicalTrials.gov/show/NCT01078844
101	NCT00308074	An Open-Label Trial of Aripiprazole in Autism Spectrum Disorders		Completed	Has Results	Autism|Asperger's Disorder|Pervasive Developmental Disorder	Drug: Aripiprazole	Clinical Global Impressions-Improvement|Aberrant Behavior Checklist-Irritability Subscale|Yale-Brown Obsessive Compulsive Scale (Y-BOCS)|Brief Psychiatric Rating Scale for Children (BPRS-C)	Cambridge Health Alliance|Bristol-Myers Squibb	All	6 Years to 17 Years   (Child)	Phase 2	14	Other|Industry	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CHA-IRB-0119/06/05	February 2006	December 2008	February 2009	March 29, 2006	January 2, 2017	February 15, 2017	Cambridge Health Alliance, Medford, Massachusetts, United States		https://ClinicalTrials.gov/show/NCT00308074
102	NCT05361707	Evaluating the Effects of Tasimelteon in Individuals With Autism Spectrum Disorder (ASD) and Sleep Disturbances		Recruiting	No Results Available	Autism Spectrum Disorder|Sleep Disorder|Neurological Disorder|Sleep Disturbance	Drug: Tasimelteon Oral Capsule, Tasimelteon Liquid Suspension	Change in sleep time over the treatment period, as measured by sleep diary.|Improvement in objective sleep-wake parameters such as severity of condition, as measured by administered questionnaires.|Improvement in objective behavioral parameters such as the participant's overall behavior, as measured by sleep diary in the Patient Global Impression of Severity Behavior Questionnaire (PGI-S Behavior).|Assessment of safety and tolerability of daily single dose of tasimelteon, as measured by spontaneous reporting of adverse events (AEs).	Vanda Pharmaceuticals	All	2 Years to 65 Years   (Child, Adult, Older Adult)	Phase 3	100	Industry	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	VP-VEC-162-3601	July 28, 2021	July 2022	July 2023	May 5, 2022		May 5, 2022	Vanda Investigational Site, San Jose, California, United States|Vanda Investigational Site, San Leandro, California, United States|Vanda Investigational Site, Santa Monica, California, United States|Vanda Investigational Site, Boulder, Colorado, United States|Vanda Investigational Site, Staten Island, New York, United States		https://ClinicalTrials.gov/show/NCT05361707
103	NCT03724136	Alzheimer's Autism and Cognitive Impairment Stem Cell Treatment Study	ACIST	Enrolling by invitation	No Results Available	Alzheimer Disease|Alzheimer Dementia|Vascular Dementia|Lewy Body Disease|Lewy Body Dementia With Behavioral Disturbance (Disorder)|Dementia, Mixed|Parkinson-Dementia Syndrome|Chronic Traumatic Encephalopathy|Huntington's Dementia|Wernicke Korsakoff Syndrome|Traumatic Brain Injury|Dementia, Multi-Infarct|Autism|Autism Spectrum Disorder|Autistic Behavior|Autistic Disorder, Current or Active State|Cadasil|LATE Limbic-predominant Age-related TDP-43 Encephalopathy	Procedure: Intravenous Bone Marrow Stem Cell (BMSC) Fraction|Procedure: Intranasal Topical Bone Marrow Stem Cell (BMSC) Fraction|Procedure: Near Infrared Light	Mini-Mental Status Exam (MMSE)|Autism Spectrum Quotient Exam|Activities of Daily Living	MD Stem Cells	All	18 Years and older   (Adult, Older Adult)	Not Applicable	100	Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	MDSC-ACIST	October 24, 2018	October 2023	October 2024	October 30, 2018		August 2, 2022	MD Stem Cells, Westport, Connecticut, United States|MD Stem Cells, Coral Springs, Florida, United States|Medcare Orthopaedics & Spine Hospital, Dubai, United Arab Emirates		https://ClinicalTrials.gov/show/NCT03724136
104	NCT00110708	Safety and Efficacy Study in the Treatment of Intestinal Problems Associated With Autism		Unknown status	No Results Available	Autism|Autistic Disorder|Child Development Disorders, Pervasive|Gastrointestinal Diseases|Signs and Symptoms, Digestive	Drug: Oralgam (human immunoglobulin)	Global improvement in gastrointestinal function|Assessment of behavior (improvement and severity); additional assessments of gastrointestinal conditions	PediaMed Pharmaceuticals	All	2 Years to 18 Years   (Child, Adult)	Phase 2	120	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double|Primary Purpose: Treatment	Protocol 004	April 2005		June 2006	May 13, 2005		February 22, 2006	Southwest Autism Research and Resource Center, Phoenix, Arizona, United States|Center for Autism Research and Education, Phoenix, Arizona, United States|University of California Davis, MIND Institute, Sacramento, California, United States|Sarkis Clinical Trials, Gainesville, Florida, United States|University of Florida HSC, Gainesville, Florida, United States|International Child Development Resource Center, Melbourne, Florida, United States|Medical Research Group of Central Florida, Orange City, Florida, United States|Riley Hospital for Children, Indianapolis, Indiana, United States|University of Kansas Medical Center, Developmental Disabilities Center, Kansas City, Kansas, United States|Bluegrass Clinical Research, Louisville, Kentucky, United States|Gulf Coast Research, LLC, Baton Rouge, Louisiana, United States|Hardy Health Associates, Hingham, Massachusetts, United States|Pivotal Research Centers - Detroit, Royal Oak, Michigan, United States|Mercy Health Research, St. Louis, Missouri, United States|Robert Wood Johnson Medical School, Piscataway, New Jersey, United States|Strong Center for Developmental Disabilities, University of Rochester Medical Center, Rochester, New York, United States|Children's Hospital Medical Center of Akron, Akron, Ohio, United States|Cincinnati Children's Hospital, Cincinnati, Ohio, United States|Nisonger Center Ohio State University, Columbus, Ohio, United States|Merck Child Outpatient Clinic, Pittsburgh, Pennsylvania, United States|North San Antonio Healthcare Associates, San Antonio, Texas, United States|Autism Spectrum Treatment and Research Center, Seattle, Washington, United States		https://ClinicalTrials.gov/show/NCT00110708
105	NCT00584701	Pharmacogenomics in Autism Treatment	PG	Completed	Has Results	Autism	Drug: Risperidone	Percent Change of ABC - Irritability Subscale Score|Exon Expression Positively or Negatively Correlated With Percentage Improvement in ABC-I	University of California, San Francisco|Janssen, LP|National Institute of Mental Health (NIMH)	All	4 Years to 18 Years   (Child, Adult)	Phase 2|Phase 3	49	Other|Industry|NIH	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	200715817-1|R21MH080026	January 2008	May 2009	May 2009	January 2, 2008	July 24, 2012	July 24, 2012	UC San Francisco, San Francisco, California, United States		https://ClinicalTrials.gov/show/NCT00584701
106	NCT01592773	Safety Study of Memantine in Pediatric Patients With Autism, Asperger's Disorder or Pervasive Developmental Disorder Not Otherwise Specified (PDD-NOS)		Terminated	Has Results	Autism Spectrum Disorder (ASD)|Autism|Autistic Disorder|Asperger's Disorder|Asperger's|Pediatric Autism|Pervasive Developmental Disorder Not Otherwise Specified (PDD-NOS)	Drug: Memantine Hydrochloride (HCl)	Patients With Any Treatment-emergent Adverse Event	Forest Laboratories	All	6 Years to 12 Years   (Child)	Phase 2	747	Industry	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	MEM-MD-69	October 2012	January 2014	March 2014	May 7, 2012	February 16, 2015	February 16, 2015	Forest Investigative Site 068, Dothan, Alabama, United States|Forest Investigative Site 005, Phoenix, Arizona, United States|Forest Investigative Site 055, Tucson, Arizona, United States|Forest Investigative Site 077, Little Rock, Arkansas, United States|Forest Investigative Site 054, Glendale, California, United States|Forest Investigative Site 109, Imperial, California, United States|Forest Investigative Site 066, Irvine, California, United States|Forest Investigative Site 096, Los Angeles, California, United States|Forest Investigative Site 021, San Francisco, California, United States|Forest Investigative Site 026, Santa Ana, California, United States|Forest Investigative Site 002, Stanford, California, United States|Forest Investigative Site 078, Boulder, Colorado, United States|Forest Investigative Site 073, Centennial, Colorado, United States|Forest Investigative Site 052, Washington, District of Columbia, United States|Forest Investigative Site 075, Bradenton, Florida, United States|Forest Investigative Site 080, Gainesville, Florida, United States|Forest Investigative Site 117, Jacksonville, Florida, United States|Forest Investigative Site 065, Maitland, Florida, United States|Forest Investigative Site 118, Miami, Florida, United States|Forest Investigative Site 085, Oakland Park, Florida, United States|Forest Investigative Site 115, Orange City, Florida, United States|Forest Investigative Site 125, Orlando, Florida, United States|Forest Investigative Site 062, Orlando, Florida, United States|Forest Investigative Site 067, Tampa, Florida, United States|Forest Investigative Site 101, Wellington, Florida, United States|Forest Investigative Site 102, Libertyville, Illinois, United States|Forest Investigative Site 023, Naperville, Illinois, United States|Forest Investigative Site 082, Evansville, Indiana, United States|Forest Investigative Site 123, Fort Wayne, Indiana, United States|Forest Investigative Site 056, Indianapolis, Indiana, United States|Forest Investigative Site 061, Louisville, Kentucky, United States|Forest Investigative Site 095, Lake Charles, Louisiana, United States|Forest Investigative Site 091, New Orleans, Louisiana, United States|Forest Investigative Site 086, Rockville, Maryland, United States|Forest Investigative Site 059, Newton, Massachusetts, United States|Forest Investigative Site 108, Springfield, Massachusetts, United States|Forest Investigative Site 116, Lincoln, Nebraska, United States|Forest Investigative Site 097, Lincoln, Nebraska, United States|Forest Investigative Site 130, Henderson, Nevada, United States|Forest Investigative Site 104, Las Vegas, Nevada, United States|Forest Investigative Site 136, Neptune, New Jersey, United States|Forest Investigative Site 127, Toms River, New Jersey, United States|Forest Investigative Site 081, Albuquerque, New Mexico, United States|Forest Investigative Site 107, Albuquerque, New Mexico, United States|Forest Investigative Site 098, Bronx, New York, United States|Forest Investigative Site 072, Chapel Hill, North Carolina, United States|Forest Investigative Site 069, Avon Lake, Ohio, United States|Forest Investigative Site 001, Columbus, Ohio, United States|Forest Investigative Site 019, Oklahoma City, Oklahoma, United States|Forest Investigative Site 092, Tulsa, Oklahoma, United States|Forest Investigative Site 053, Gresham, Oregon, United States|Forest Investigative Site 132, Johnstown, Pennsylvania, United States|Forest Investigative Site 131, McMurray, Pennsylvania, United States|Forest Investigative Site 100, Media, Pennsylvania, United States|Forest Investigative Site 105, Charleston, South Carolina, United States|Forest Investigative Site 090, Memphis, Tennessee, United States|Forest Investigative Site 057, Nashville, Tennessee, United States|Forest Investigative Site 051, Houston, Texas, United States|Forest Investigative Site 070, The Woodlands, Texas, United States|Forest Investigative Site 028, Clinton, Utah, United States|Forest Investigative Site 141, Ogden, Utah, United States|Forest Investigative Site 029, Salt Lake City, Utah, United States|Forest Investigative Site 064, Charlottesville, Virginia, United States|Forest Investigative Site 113, Norfolk, Virginia, United States|Forest Investigative Site 124, Roanoke, Virginia, United States|Forest Investigative Site 071, Bothell, Washington, United States|Forest Investigative Site 119, Charleston, West Virginia, United States|Forest Investigative Site 063, Middleton, Wisconsin, United States|Forest Investigative Site 204, Brussels, Belgium|Forest Investigative Site 203, Jette, Belgium|Forest Investigative Site 155, Toronto, Ontario, Canada|Forest Investigative Site 228, Antioquia, Bello, Colombia|Forest Investigative Site 227, Barranquilla, Colombia|Forest Investigative Site 226, Bogota, Colombia|Forest Investigative Site 276, Tallinn, Estonia|Forest Investigative Site 329, Bron Cedex, Rhone, France|Forest Investigative Site 381, Budapest, Hungary|Forest Investigative Site 376, Budapest, Hungary|Forest Investigative Site 378, Budapest, Hungary|Forest Investigative Site 382, Gyula, Hungary|Forest Investigative Site 401, Kopavogur, Iceland|Forest Investigative Site 453, Roma, Italy|Forest Investigative Site 452, Siena, Italy|Forest Investigative Site 704, Yangsan-si, Gyeongsangnam-do, Korea, Republic of|Forest Investigative Site 702, Seoul, Korea, Republic of|Forest Investigative Site 703, Seoul, Korea, Republic of|Forest Investigative Site 701, Seoul, Korea, Republic of|Forest Investigative Site 526, Wellington, New Zealand|Forest Investigative Site 579, Gdansk, Poland|Forest Investigative Site 578, Gdansk, Poland|Forest Investigative Site 580, Kielce, Poland|Forest Investigative Site 576, Tyniec Maly, Poland|Forest Investigative Site 577, Warsaw, Poland|Forest Investigative Site 626, Belgrade, Serbia|Forest Investigative Site 627, Belgrade, Serbia|Forest Investigative Site 629, Nis, Serbia|Forest Investigative Site 628, Novi Sad, Serbia|Forest Investigative Site 676, Bellville Cape Town, South Africa|Forest Investigative Site 729, Barcelona, Spain|Forest Investigative Site 728, Sabadell, Spain|Forest Investigative Site 730, Torremolinos, Spain|Forest Investigative Site 803, Donetsk, Ukraine|Forest Investigative Site 807, Kharkiv, Ukraine|Forest Investigative Site 802, Kherson, Ukraine|Forest Investigative Site 804, Kyiv, Ukraine|Forest Investigative Site 801, Odessa, Ukraine		https://ClinicalTrials.gov/show/NCT01592773
